Season,Name,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,playerId
2021,"Nick Solak","TEX",353,0.06232295,0.22096317,0.28205128,0.23197492,0.2962963,0.35736677,0.65366307,0.12539185,0.28085106,34.78247617723252,-7.964556502384883,0.2871565947845111,81.22894344460889,19294
2021,"Bryan Reynolds","PIT",455,0.11428571,0.16703297,0.68421053,0.29262087,0.38461538,0.52671756,0.91133294,0.23409669,0.31772575,81.68841714901353,26.589550663954256,0.3850574872228834,142.1495209226039,19326
2021,"Jose Rojas","LAA",140,0.07142857,0.27857143,0.25641026,0.2,0.25714286,0.36923077,0.62637363,0.16923077,0.25287356,11.897113202191779,-5.056384177826454,0.2707740647452218,68.71784598539709,19331
2021,"Yadiel Hernandez","WSN",203,0.07881773,0.1773399,0.44444444,0.26086957,0.32019704,0.36956522,0.68976226,0.10869565,0.29655172,22.278112043630106,-2.3044591573963316,0.3007059832020561,84.85573907589453,19334
2021,"Nicky Lopez","KCR",424,0.09433962,0.12735849,0.74074074,0.30376344,0.375,0.38172043,0.75672043,0.07795699,0.35220126,58.74567222178044,7.400794442296636,0.33552285699317086,110.96341120646574,19339
2021,"Eli White","TEX",133,0.06015038,0.32330827,0.18604651,0.20325203,0.26315789,0.37398374,0.63714163,0.17073171,0.26666667,11.896012365145786,-4.209810145871535,0.2761698105281457,73.80681432875598,19346
2021,"DJ Peters","2 Tms",150,0.04,0.34,0.11764706,0.22535211,0.26,0.5,0.76,0.27464789,0.26829268,18.168812234559333,0.004350755968369535,0.3116234013357678,99.21014130866224,19348
2021,"Sean Murphy","OAK",306,0.09150327,0.24836601,0.36842105,0.2267658,0.31699346,0.43122677,0.74822023,0.20446097,0.26923077,39.51297644488915,2.4574750285635836,0.3241329742412941,109.07534140934494,19352
2021,"Austin Hays","BAL",315,0.05714286,0.23492063,0.24324324,0.22068966,0.28253968,0.4,0.68253968,0.17931034,0.25853659,33.130170314929714,-5.015198790111313,0.29518341696451583,83.89862927482086,19363
2021,"Tommy Edman","STL",534,0.05617978,0.13857678,0.40540541,0.26060606,0.30769231,0.35757576,0.66526807,0.0969697,0.29594272,54.13739113689353,-10.528091726890311,0.29059753113223197,83.89882631284024,19470
2021,"Andrew Knizner","STL",136,0.125,0.18382353,0.68,0.20689655,0.32352941,0.28448276,0.60801217,0.07758621,0.25555556,12.109869799172776,-4.359241941416365,0.27568570090763606,74.21049050000205,19514
2021,"Yordan Alvarez","HOU",369,0.08672087,0.24932249,0.34782609,0.27409639,0.34417344,0.53012048,0.87429392,0.25602409,0.32126697,60.900017536373404,16.21544229903963,0.3675391548643998,137.00450220097963,19556
2021,"Nathaniel Lowe","TEX",435,0.13103448,0.24597701,0.53271028,0.25737265,0.35632184,0.42359249,0.77991433,0.16621984,0.32156863,61.56638996363656,8.889451675722762,0.3391255836839213,116.33662706079309,19566
2021,"Chas McCormick","HOU",230,0.06956522,0.33043478,0.21052632,0.26213592,0.3173913,0.42718447,0.74457577,0.16504855,0.35714286,28.737033339029946,0.8848590718571337,0.31907633724419965,104.26541483000842,19599
